Description:	loop-jki, three-loop dgemm.

Size: 31	Mflop/s:  3081.65	Percentage: 16.05
Size: 927	Mflop/s:  3681.78	Percentage: 19.18
Size: 928	Mflop/s:  3740.58	Percentage: 19.48
Size: 929	Mflop/s:  3684.77	Percentage: 19.19
Size: 959	Mflop/s:  3682.67	Percentage: 19.18
Size: 960	Mflop/s:  3743.92	Percentage: 19.50
Size: 961	Mflop/s:  3687.94	Percentage: 19.21
Size: 991	Mflop/s:     3685	Percentage: 19.19
Size: 992	Mflop/s:  3792.43	Percentage: 19.75
Size: 993	Mflop/s:  3687.96	Percentage: 19.21
Size: 1023	Mflop/s:   3686.3	Percentage: 19.20
Size: 1024	Mflop/s:  3665.81	Percentage: 19.09
Size: 1025	Mflop/s:  3688.68	Percentage: 19.21
Average percentage of Peak = 19.3086
